Accident Number,Date and Time,Number of Injuries,Hit and Run,Collision Type Description
20180265530,03/23/2018 06:02:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180264709,03/23/2018 12:12:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180264684,03/23/2018 12:01:00 AM,0,N,Front to Rear
20180266291,03/23/2018 12:00:00 AM,0,N,Front to Rear
20180267035,03/23/2018 12:00:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180266880,03/23/2018 12:00:00 AM,0,N,Front to Rear
20180267193,03/23/2018 12:00:00 AM,1,N,Front to Rear
20180268084,03/23/2018 12:00:00 AM,1,N,Front to Rear
20180264701,03/22/2018 11:45:00 PM,0,Y,HEAD-ON
20180264528,03/22/2018 11:00:00 PM,0,Y,Front to Rear
20180264394,03/22/2018 10:15:00 PM,2,N,Front to Rear
20180264354,03/22/2018 10:00:00 PM,0,Y,Front to Rear
20180264176,03/22/2018 08:50:00 PM,3,N,Front to Rear
20180264110,03/22/2018 08:20:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180263973,03/22/2018 07:40:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180263897,03/22/2018 07:13:00 PM,0,Y,HEAD-ON
20180264004,03/22/2018 06:50:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180263960,03/22/2018 06:46:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180263751,03/22/2018 06:05:00 PM,1,N,Front to Rear
20180263744,03/22/2018 06:03:00 PM,0,N,Front to Rear
20180263711,03/22/2018 05:51:00 PM,1,Y,Front to Rear
20180263667,03/22/2018 05:25:00 PM,0,N,Front to Rear
20180263612,03/22/2018 05:11:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180263602,03/22/2018 05:06:00 PM,1,N,Front to Rear
20180263647,03/22/2018 05:03:00 PM,0,N,Front to Rear
20180263574,03/22/2018 04:53:00 PM,0,N,Front to Rear
20180263946,03/22/2018 04:40:00 PM,0,N,Front to Rear
20180263636,03/22/2018 04:30:00 PM,0,N,Front to Rear
20180263496,03/22/2018 04:25:00 PM,0,N,Front to Rear
20180263521,03/22/2018 04:20:00 PM,0,N,Front to Rear
20180263470,03/22/2018 04:15:00 PM,1,N,Front to Rear
20180263507,03/22/2018 04:08:00 PM,0,N,Front to Rear
20180263431,03/22/2018 03:57:00 PM,0,N,Front to Rear
20180263389,03/22/2018 03:32:00 PM,0,Y,Front to Rear
20180263351,03/22/2018 03:10:00 PM,0,N,Front to Rear
20180263286,03/22/2018 03:07:00 PM,1,N,Front to Rear
20180263295,03/22/2018 03:06:00 PM,0,N,Front to Rear
20180263186,03/22/2018 02:20:00 PM,2,N,Front to Rear
20180263388,03/22/2018 02:12:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180263029,03/22/2018 01:15:00 PM,2,N,Front to Rear
20180263021,03/22/2018 01:05:00 PM,0,N,Front to Rear
20180262965,03/22/2018 12:15:00 PM,0,N,Front to Rear
20180262776,03/22/2018 11:32:00 AM,0,Y,Front to Rear
20180262683,03/22/2018 10:15:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180262521,03/22/2018 09:40:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180262515,03/22/2018 09:30:00 AM,0,Y,Front to Rear
20180262569,03/22/2018 09:12:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180262440,03/22/2018 09:05:00 AM,2,N,Front to Rear
20180262441,03/22/2018 08:48:00 AM,0,N,Front to Rear
20180262344,03/22/2018 08:25:00 AM,1,N,Front to Rear
20180262329,03/22/2018 08:22:00 AM,1,Y,Front to Rear
20180262372,03/22/2018 08:10:00 AM,0,N,Front to Rear
20180262338,03/22/2018 08:00:00 AM,0,Y,HEAD-ON
20180262309,03/22/2018 08:00:00 AM,0,N,Front to Rear
20180262247,03/22/2018 07:44:00 AM,0,N,Front to Rear
20180262267,03/22/2018 07:35:00 AM,0,N,Front to Rear
20180262232,03/22/2018 07:35:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180262227,03/22/2018 07:34:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180262215,03/22/2018 07:28:00 AM,1,N,Front to Rear
20180262198,03/22/2018 07:15:00 AM,0,N,Front to Rear
20180262193,03/22/2018 07:15:00 AM,2,N,Front to Rear
20180262177,03/22/2018 07:00:00 AM,1,N,Front to Rear
20180262208,03/22/2018 06:55:00 AM,0,Y,Front to Rear
20180262167,03/22/2018 06:55:00 AM,0,N,Front to Rear
20180262172,03/22/2018 06:55:00 AM,0,N,HEAD-ON
20180262164,03/22/2018 06:29:00 AM,0,Y,Front to Rear
20180262071,03/22/2018 05:50:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180262113,03/22/2018 05:48:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180261970,03/22/2018 05:25:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180261998,03/22/2018 05:23:00 AM,0,N,Front to Rear
20180263562,03/22/2018 12:00:00 AM,1,N,Front to Rear
20180263968,03/22/2018 12:00:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180263825,03/22/2018 12:00:00 AM,0,N,Front to Rear
20180261170,03/21/2018 10:29:00 PM,2,Y,Front to Rear
20180260852,03/21/2018 09:43:00 PM,0,Y,Front to Rear
20180260628,03/21/2018 08:12:00 PM,1,Y,Front to Rear
20180260229,03/21/2018 07:33:00 PM,2,N,Front to Rear
20180260721,03/21/2018 07:15:00 PM,0,N,Front to Rear
20180260368,03/21/2018 07:00:00 PM,0,Y,Front to Rear
20180260129,03/21/2018 06:05:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180260118,03/21/2018 05:55:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180260075,03/21/2018 05:50:00 PM,0,N,HEAD-ON
20180260066,03/21/2018 05:45:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180260044,03/21/2018 05:37:00 PM,1,N,Front to Rear
20180260357,03/21/2018 05:25:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180259997,03/21/2018 05:20:00 PM,1,N,Front to Rear
20180260017,03/21/2018 04:45:00 PM,0,N,Front to Rear
20180259901,03/21/2018 04:41:00 PM,0,N,Front to Rear
20180259964,03/21/2018 04:40:00 PM,0,Y,Front to Rear
20180260115,03/21/2018 04:35:00 PM,1,N,Front to Rear
20180259861,03/21/2018 04:22:00 PM,2,N,Front to Rear
20180259847,03/21/2018 04:18:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180259814,03/21/2018 04:05:00 PM,0,N,Front to Rear
20180259849,03/21/2018 03:50:00 PM,1,N,Front to Rear
20180259826,03/21/2018 03:42:00 PM,0,N,Front to Rear
20180259745,03/21/2018 03:39:00 PM,0,N,Front to Rear
20180259690,03/21/2018 03:24:00 PM,0,Y,Front to Rear
20180259653,03/21/2018 03:00:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180259611,03/21/2018 02:50:00 PM,2,N,HEAD-ON
20180259638,03/21/2018 02:20:00 PM,0,N,Front to Rear
20180259478,03/21/2018 02:00:00 PM,0,N,Front to Rear
20180259411,03/21/2018 01:30:00 PM,1,Y,HEAD-ON
20180259417,03/21/2018 01:25:00 PM,0,Y,Front to Rear
20180259323,03/21/2018 01:10:00 PM,1,N,Front to Rear
20180259327,03/21/2018 12:53:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180259322,03/21/2018 12:50:00 PM,0,N,Front to Rear
20180259224,03/21/2018 12:50:00 PM,0,N,Front to Rear
20180259225,03/21/2018 12:14:00 PM,2,N,Front to Rear
20180259168,03/21/2018 12:10:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180258998,03/21/2018 10:35:00 AM,0,N,Front to Rear
20180258980,03/21/2018 10:30:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180258977,03/21/2018 10:00:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180258887,03/21/2018 09:54:00 AM,0,N,Front to Rear
20180258880,03/21/2018 09:53:00 AM,0,N,Front to Rear
20180258827,03/21/2018 09:33:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180258791,03/21/2018 09:16:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180258843,03/21/2018 09:08:00 AM,0,N,Front to Rear
20180258830,03/21/2018 08:57:00 AM,0,N,Front to Rear
20180258786,03/21/2018 08:45:00 AM,0,N,Front to Rear
20180258707,03/21/2018 08:43:00 AM,0,N,Front to Rear
20180258742,03/21/2018 08:34:00 AM,0,N,Front to Rear
20180258760,03/21/2018 08:31:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180258644,03/21/2018 08:26:00 AM,0,Y,Front to Rear
20180258640,03/21/2018 08:25:00 AM,0,N,Front to Rear
20180258601,03/21/2018 08:10:00 AM,0,N,Front to Rear
20180258577,03/21/2018 08:04:00 AM,0,N,Front to Rear
20180258556,03/21/2018 07:58:00 AM,0,N,HEAD-ON
20180258555,03/21/2018 07:56:00 AM,0,N,Front to Rear
20180258481,03/21/2018 07:27:00 AM,0,N,HEAD-ON
20180258455,03/21/2018 07:20:00 AM,0,N,Front to Rear
20180258459,03/21/2018 07:13:00 AM,0,N,Front to Rear
20180258410,03/21/2018 06:19:00 AM,0,N,Front to Rear
20180258384,03/21/2018 06:15:00 AM,0,N,Front to Rear
20180258351,03/21/2018 06:04:00 AM,4,N,HEAD-ON
20180258317,03/21/2018 05:45:00 AM,1,N,Front to Rear
20180258120,03/21/2018 04:00:00 AM,1,Y,SIDESWIPE - SAME DIRECTION
20180258108,03/21/2018 03:45:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180258628,03/21/2018 03:00:00 AM,0,Y,Front to Rear
20180257656,03/21/2018 12:40:00 AM,0,N,Front to Rear
20180259860,03/21/2018 12:00:00 AM,0,Y,Front to Rear
20180260421,03/21/2018 12:00:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180257397,03/20/2018 11:40:00 PM,1,Y,Front to Rear
20180257346,03/20/2018 10:40:00 PM,1,N,Front to Rear
20180257039,03/20/2018 08:40:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180256958,03/20/2018 08:00:00 PM,0,N,Front to Rear
20180256899,03/20/2018 07:49:00 PM,0,Y,Front to Rear
20180256747,03/20/2018 06:45:00 PM,0,N,Front to Rear
20180256921,03/20/2018 06:40:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180256734,03/20/2018 06:17:00 PM,0,N,Front to Rear
20180256672,03/20/2018 06:14:00 PM,1,N,Front to Rear
20180256715,03/20/2018 06:10:00 PM,0,N,Front to Rear
20180256694,03/20/2018 06:10:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180256609,03/20/2018 05:40:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180256702,03/20/2018 05:30:00 PM,0,N,Front to Rear
20180256556,03/20/2018 05:05:00 PM,0,N,Front to Rear
20180256468,03/20/2018 05:00:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180256467,03/20/2018 04:57:00 PM,0,Y,Front to Rear
20180256480,03/20/2018 04:57:00 PM,0,N,Front to Rear
20180256458,03/20/2018 04:50:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180256528,03/20/2018 04:45:00 PM,0,Y,Front to Rear
20180256421,03/20/2018 04:30:00 PM,0,Y,Front to Rear
20180256455,03/20/2018 04:25:00 PM,0,N,Front to Rear
20180256300,03/20/2018 04:02:00 PM,1,N,Front to Rear
20180256322,03/20/2018 03:53:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180256241,03/20/2018 03:40:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180256211,03/20/2018 03:33:00 PM,1,N,Front to Rear
20180256349,03/20/2018 03:26:00 PM,0,N,Front to Rear
20180256160,03/20/2018 03:13:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180256256,03/20/2018 02:55:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180256143,03/20/2018 02:53:00 PM,0,N,Front to Rear
20180256106,03/20/2018 02:35:00 PM,0,N,Front to Rear
20180256034,03/20/2018 02:35:00 PM,0,N,Front to Rear
20180256076,03/20/2018 02:31:00 PM,1,N,Front to Rear
20180256014,03/20/2018 02:08:00 PM,0,N,Front to Rear
20180255979,03/20/2018 02:00:00 PM,0,N,Front to Rear
20180255934,03/20/2018 01:31:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180255916,03/20/2018 01:20:00 PM,0,N,Front to Rear
20180256048,03/20/2018 01:17:00 PM,1,N,SIDESWIPE - SAME DIRECTION
20180255866,03/20/2018 01:03:00 PM,0,N,Front to Rear
20180255776,03/20/2018 12:25:00 PM,0,N,Front to Rear
20180255732,03/20/2018 11:31:00 AM,1,N,Front to Rear
20180255582,03/20/2018 11:23:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180255573,03/20/2018 11:18:00 AM,0,N,Front to Rear
20180255448,03/20/2018 10:05:00 AM,0,N,Front to Rear
20180255361,03/20/2018 09:56:00 AM,0,N,Front to Rear
20180255276,03/20/2018 09:17:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180255172,03/20/2018 09:05:00 AM,0,N,Front to Rear
20180255238,03/20/2018 08:49:00 AM,1,N,Front to Rear
20180255118,03/20/2018 08:20:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180255031,03/20/2018 07:48:00 AM,0,N,Front to Rear
20180255004,03/20/2018 07:40:00 AM,0,N,Front to Rear
20180254981,03/20/2018 07:30:00 AM,0,N,Front to Rear
20180254932,03/20/2018 07:15:00 AM,0,N,Front to Rear
20180254917,03/20/2018 06:58:00 AM,2,N,Front to Rear
20180254911,03/20/2018 06:47:00 AM,0,N,Front to Rear
20180254865,03/20/2018 06:29:00 AM,0,N,Front to Rear
20180254905,03/20/2018 06:18:00 AM,1,N,Front to Rear
20180254845,03/20/2018 06:00:00 AM,1,N,Front to Rear
20180254418,03/20/2018 02:00:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180254205,03/20/2018 12:15:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180256105,03/20/2018 12:00:00 AM,0,N,Front to Rear
20180256568,03/20/2018 12:00:00 AM,1,N,Front to Rear
20180256000,03/20/2018 12:00:00 AM,1,Y,Front to Rear
20180256845,03/20/2018 12:00:00 AM,1,Y,SIDESWIPE - SAME DIRECTION
20180255956,03/20/2018 12:00:00 AM,1,N,Front to Rear
20180253806,03/19/2018 08:52:00 PM,0,N,HEAD-ON
20180253790,03/19/2018 08:43:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180253482,03/19/2018 07:48:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180253512,03/19/2018 07:26:00 PM,0,N,Front to Rear
20180253421,03/19/2018 06:44:00 PM,0,N,Front to Rear
20180253391,03/19/2018 05:55:00 PM,0,Y,Front to Rear
20180253237,03/19/2018 05:26:00 PM,0,Y,Front to Rear
20180253202,03/19/2018 05:14:00 PM,0,Y,Front to Rear
20180253276,03/19/2018 04:50:00 PM,1,N,Front to Rear
20180253186,03/19/2018 04:44:00 PM,0,N,Front to Rear
20180253001,03/19/2018 03:57:00 PM,0,N,Front to Rear
20180252881,03/19/2018 03:15:00 PM,0,N,Front to Rear
20180252886,03/19/2018 03:13:00 PM,0,N,Front to Rear
20180252845,03/19/2018 03:08:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180252721,03/19/2018 02:15:00 PM,0,N,Front to Rear
20180252710,03/19/2018 02:00:00 PM,0,N,Front to Rear
20180252658,03/19/2018 01:35:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180252554,03/19/2018 12:50:00 PM,0,N,Front to Rear
20180252568,03/19/2018 12:47:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180252524,03/19/2018 12:30:00 PM,0,Y,Front to Rear
20180252498,03/19/2018 12:20:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180252552,03/19/2018 12:11:00 PM,0,Y,Front to Rear
20180252483,03/19/2018 12:06:00 PM,1,N,Front to Rear
20180252468,03/19/2018 12:04:00 PM,0,N,Front to Rear
20180252469,03/19/2018 12:02:00 PM,0,N,Front to Rear
20180252897,03/19/2018 12:00:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180252464,03/19/2018 11:58:00 AM,0,N,Front to Rear
20180252422,03/19/2018 11:24:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180252372,03/19/2018 11:24:00 AM,1,Y,Front to Rear
20180252379,03/19/2018 11:20:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180252388,03/19/2018 10:40:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180252218,03/19/2018 10:12:00 AM,0,N,Front to Rear
20180252184,03/19/2018 10:00:00 AM,1,N,Front to Rear
20180252156,03/19/2018 09:51:00 AM,1,N,Front to Rear
20180252178,03/19/2018 09:50:00 AM,2,N,HEAD-ON
20180252176,03/19/2018 09:45:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180252139,03/19/2018 09:20:00 AM,1,N,SIDESWIPE - SAME DIRECTION
20180252167,03/19/2018 09:05:00 AM,1,N,Front to Rear
20180252053,03/19/2018 08:55:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180252020,03/19/2018 08:42:00 AM,0,N,Front to Rear
20180251995,03/19/2018 08:33:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180252016,03/19/2018 08:20:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180251880,03/19/2018 07:50:00 AM,0,N,Front to Rear
20180252159,03/19/2018 07:40:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180251877,03/19/2018 07:40:00 AM,0,N,Front to Rear
20180251855,03/19/2018 07:35:00 AM,0,N,Front to Rear
20180251886,03/19/2018 07:35:00 AM,0,N,Front to Rear
20180251834,03/19/2018 07:31:00 AM,0,N,Front to Rear
20180251961,03/19/2018 07:30:00 AM,0,N,Front to Rear
20180251840,03/19/2018 07:28:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180251640,03/19/2018 06:30:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180251713,03/19/2018 06:25:00 AM,0,Y,Front to Rear
20180251800,03/19/2018 06:13:00 AM,1,N,SIDESWIPE - SAME DIRECTION
20180251610,03/19/2018 05:33:00 AM,0,N,Front to Rear
20180251482,03/19/2018 04:52:00 AM,0,N,Front to Rear
20180251272,03/19/2018 01:35:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180252778,03/19/2018 12:00:00 AM,0,N,Front to Rear
20180252973,03/19/2018 12:00:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180252157,03/19/2018 12:00:00 AM,0,Y,Front to Rear
20180252818,03/19/2018 12:00:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180250920,03/18/2018 10:45:00 PM,1,N,HEAD-ON
20180250333,03/18/2018 05:33:00 PM,0,N,Front to Rear
20180250697,03/18/2018 05:00:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180250272,03/18/2018 04:46:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180250228,03/18/2018 04:25:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180250156,03/18/2018 03:40:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180250114,03/18/2018 03:34:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180249983,03/18/2018 01:59:00 PM,0,N,Front to Rear
20180250140,03/18/2018 01:58:00 PM,0,N,Front to Rear
20180250039,03/18/2018 01:40:00 PM,1,N,Front to Rear
20180249940,03/18/2018 01:27:00 PM,1,Y,Front to Rear
20180249924,03/18/2018 01:00:00 PM,0,N,Front to Rear
20180249220,03/18/2018 04:20:00 AM,0,N,Front to Rear
20180249091,03/18/2018 03:17:00 AM,1,N,Front to Rear
20180249353,03/18/2018 12:00:00 AM,0,Y,Front to Rear
20180248641,03/17/2018 11:18:00 PM,0,Y,Front to Rear
20180248606,03/17/2018 11:16:00 PM,1,N,HEAD-ON
20180248601,03/17/2018 11:08:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180248748,03/17/2018 10:20:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180248455,03/17/2018 09:45:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180248344,03/17/2018 09:00:00 PM,0,N,Front to Rear
20180248122,03/17/2018 07:42:00 PM,0,N,HEAD-ON
20180248126,03/17/2018 07:30:00 PM,0,N,Front to Rear
20180247974,03/17/2018 06:50:00 PM,0,N,Front to Rear
20180247884,03/17/2018 06:17:00 PM,1,Y,SIDESWIPE - SAME DIRECTION
20180247904,03/17/2018 06:10:00 PM,0,N,Front to Rear
20180247943,03/17/2018 06:00:00 PM,0,Y,Front to Rear
20180248037,03/17/2018 05:38:00 PM,0,N,Front to Rear
20180247803,03/17/2018 05:34:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180247772,03/17/2018 05:23:00 PM,1,N,Front to Rear
20180247759,03/17/2018 04:56:00 PM,0,N,Front to Rear
20180247680,03/17/2018 04:45:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180247563,03/17/2018 03:55:00 PM,2,N,HEAD-ON
20180247490,03/17/2018 03:24:00 PM,0,N,Front to Rear
20180247489,03/17/2018 03:16:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180247449,03/17/2018 03:02:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180247332,03/17/2018 01:45:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180247317,03/17/2018 01:18:00 PM,0,N,Front to Rear
20180247233,03/17/2018 12:42:00 PM,0,N,Front to Rear
20180247164,03/17/2018 12:04:00 PM,4,N,HEAD-ON
20180247130,03/17/2018 11:30:00 AM,0,N,Front to Rear
20180246935,03/17/2018 09:25:00 AM,0,N,Front to Rear
20180246861,03/17/2018 09:01:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180246737,03/17/2018 07:32:00 AM,2,N,HEAD-ON
20180246515,03/17/2018 04:34:00 AM,0,Y,Front to Rear
20180246583,03/17/2018 03:40:00 AM,0,Y,Front to Rear
20180246377,03/17/2018 03:11:00 AM,1,N,Front to Rear
20180246049,03/17/2018 12:30:00 AM,0,N,Front to Rear
20180247914,03/17/2018 12:00:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180247335,03/17/2018 12:00:00 AM,0,N,Front to Rear
20180246985,03/17/2018 12:00:00 AM,0,Y,Front to Rear
20180245773,03/16/2018 10:21:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180245477,03/16/2018 08:53:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180245334,03/16/2018 08:00:00 PM,0,N,Front to Rear
20180245878,03/16/2018 07:56:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180245206,03/16/2018 07:05:00 PM,1,N,Front to Rear
20180245307,03/16/2018 06:46:00 PM,0,N,Front to Rear
20180245072,03/16/2018 06:39:00 PM,1,N,Front to Rear
20180245236,03/16/2018 06:38:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180245040,03/16/2018 06:23:00 PM,1,N,Front to Rear
20180244980,03/16/2018 06:05:00 PM,0,Y,Front to Rear
20180245022,03/16/2018 06:00:00 PM,0,N,Front to Rear
20180244926,03/16/2018 05:47:00 PM,0,N,Front to Rear
20180244873,03/16/2018 05:25:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180244838,03/16/2018 05:05:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180244769,03/16/2018 04:57:00 PM,0,N,Front to Rear
20180244767,03/16/2018 04:55:00 PM,0,N,Front to Rear
20180244848,03/16/2018 04:42:00 PM,0,N,Front to Rear
20180244717,03/16/2018 04:36:00 PM,1,N,Front to Rear
20180244653,03/16/2018 04:15:00 PM,0,N,Front to Rear
20180244740,03/16/2018 04:04:00 PM,2,N,Front to Rear
20180244587,03/16/2018 04:03:00 PM,0,N,Front to Rear
20180244589,03/16/2018 04:00:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180244669,03/16/2018 03:57:00 PM,1,N,Front to Rear
20180244559,03/16/2018 03:52:00 PM,0,N,Front to Rear
20180244623,03/16/2018 03:50:00 PM,2,N,Front to Rear
20180244557,03/16/2018 03:49:00 PM,2,N,Front to Rear
20180244527,03/16/2018 03:42:00 PM,0,N,Front to Rear
20180244624,03/16/2018 03:40:00 PM,0,N,Front to Rear
20180244493,03/16/2018 03:28:00 PM,1,Y,SIDESWIPE - SAME DIRECTION
20180244665,03/16/2018 03:28:00 PM,0,N,Front to Rear
20180244462,03/16/2018 03:17:00 PM,0,N,Front to Rear
20180244450,03/16/2018 03:10:00 PM,0,Y,Front to Rear
20180244491,03/16/2018 02:55:00 PM,0,N,Front to Rear
20180244474,03/16/2018 02:53:00 PM,1,N,SIDESWIPE - SAME DIRECTION
20180244380,03/16/2018 02:27:00 PM,0,Y,Front to Rear
20180244410,03/16/2018 02:21:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180244300,03/16/2018 01:45:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180244797,03/16/2018 01:40:00 PM,0,Y,Front to Rear
20180244237,03/16/2018 01:30:00 PM,0,N,Front to Rear
20180244408,03/16/2018 01:29:00 PM,0,Y,Front to Rear
20180244220,03/16/2018 01:29:00 PM,3,N,Front to Rear
20180244215,03/16/2018 01:10:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180244108,03/16/2018 12:38:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180244009,03/16/2018 11:59:00 AM,0,N,Front to Rear
20180243987,03/16/2018 11:50:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180243947,03/16/2018 11:31:00 AM,1,N,Front to Rear
20180243937,03/16/2018 11:30:00 AM,0,N,Front to Rear
20180243863,03/16/2018 10:51:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180243847,03/16/2018 10:45:00 AM,0,N,Front to Rear
20180243834,03/16/2018 10:40:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180243889,03/16/2018 10:39:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180243812,03/16/2018 10:32:00 AM,0,N,Front to Rear
20180243633,03/16/2018 09:17:00 AM,0,N,Front to Rear
20180243545,03/16/2018 08:40:00 AM,1,N,Front to Rear
20180243504,03/16/2018 08:10:00 AM,0,N,Front to Rear
20180243486,03/16/2018 08:05:00 AM,0,Y,SIDESWIPE - SAME DIRECTION
20180243465,03/16/2018 08:00:00 AM,0,N,Front to Rear
20180243328,03/16/2018 06:50:00 AM,0,N,Front to Rear
20180243232,03/16/2018 05:47:00 AM,2,N,SIDESWIPE - SAME DIRECTION
20180242754,03/16/2018 02:10:00 AM,0,N,SIDESWIPE - SAME DIRECTION
20180244239,03/16/2018 12:00:00 AM,1,N,Front to Rear
20180243424,03/16/2018 12:00:00 AM,0,N,Front to Rear
20180243241,03/16/2018 12:00:00 AM,0,N,Front to Rear
20180242419,03/15/2018 10:00:00 PM,0,Y,SIDESWIPE - SAME DIRECTION
20180242029,03/15/2018 08:51:00 PM,0,N,SIDESWIPE - SAME DIRECTION
20180241962,03/15/2018 08:42:00 PM,1,N,Front to Rear
20180241864,03/15/2018 08:13:00 PM,0,N,HEAD-ON
20180241699,03/15/2018 07:16:00 PM,2,N,HEAD-ON
20180241615,03/15/2018 06:45:00 PM,0,N,Front to Rear
20180241537,03/15/2018 06:12:00 PM,0,N,Front to Rear
20180241538,03/15/2018 06:11:00 PM,3,N,Front to Rear
20180241488,03/15/2018 05:50:00 PM,0,N,Front to Rear
20180241441,03/15/2018 05:35:00 PM,0,N,Front to Rear
20180241397,03/15/2018 05:20:00 PM,1,Y,Front to Rear
